x,y,z,energy
-8048,2144,1320,8432.641342
-8176,1840,1305,8481.485778
-8336,2240,1288,8727.281364
-8304,2352,1313,8729.965006
-6992,3264,1249,7816.761542
-8128,3280,1331,8865.345171
-8272,2288,1296,8679.893087
-8864,1504,1364,9093.569596
-7936,2464,1350,8418.663314
-8016,2672,1334,8554.261862
-8048,2528,1337,8540.998595
-8080,2176,1363,8478.156934
-8720,2160,1363,9086.350698
-7808,2720,1380,8382.580987
-7952,2224,1344,8365.812334
-7840,2720,1336,8405.289763
-8032,2592,1302,8539.712642
-8000,2528,1326,8494.060278
-7888,2448,1329,8365.374409
-7856,2416,1344,8328.27281
-7536,2640,1337,8096.200652
-8144,1872,1366,8467.294491
-8208,1488,1316,8444.954944
-8048,2224,1379,8462.749021
-7808,2128,1344,8203.632366
-8480,2832,1315,9036.583923
-8288,2256,1366,8697.495961
-8416,2352,1296,8834.057731
-7680,2592,1321,8212.545586
-8176,2944,1292,8785.406991
-8112,3264,1302,8840.443654
-8192,3360,1315,8951.407096
-8304,3216,1307,9000.406713
-8224,3264,1316,8945.374671
-8416,2624,1288,8909.173699
-8272,2992,1280,8889.119641
-8416,2576,1262,8891.427107
-8560,2640,1294,9050.836204
-8624,2736,1272,9136.577915
-8848,2832,1216,9369.417485
-9072,2800,1278,9579.899164
-9248,2624,1244,9693.214947
-8960,2752,1280,9460.100634
-8928,2688,1257,9408.218588
-8816,2992,1270,9396.106641
-8480,2880,1288,9047.858531
-8672,2784,1275,9196.731213
-8480,2992,1304,9086.411833
-8160,3712,1443,9080.021641
-7936,2768,1347,8512.128347
-8032,2784,1336,8605.148226
-8144,2816,1304,8715.217037
-4240,1968,1510,4912.303329
-5264,1280,1497,5620.418579
-4976,1280,1489,5349.401555
-5408,1808,1513,5899.533626
-4096,2224,1532,4906.161025
-4352,224,1248,4532.944297
-4096,1744,1526,4706.105396
-4128,1792,1518,4749.312792
-4320,1152,1443,4698.058429
-2000,2128,1611,3335.221882
-3632,2064,1577,4465.249041
-4016,1424,1542,4531.423176
-4272,1632,1513,4816.905334
-4384,1344,1510,4827.617632
-4432,1232,1510,4841.543969
-4208,1440,1585,4721.555782
-3984,1696,1512,4586.372859
-3152,2064,1595,4091.359798
-4352,1696,1531,4915.310875
-4864,1792,1497,5395.439648
-4768,1744,1507,5295.886045
-4704,1728,1491,5228.449196
-4304,2128,1516,5034.983217
-4464,2288,1528,5243.760483
-4880,2448,1468,5653.505815
-4720,1664,1462,5213.898733
-4752,944,1531,5081.003936
-4976,672,1518,5245.615693
-3856,1088,1572,4303.912639
-4064,1328,1548,4547.08522
-4224,1104,1532,4626.879726
-4192,1248,1539,4636.689444
-4240,1424,1534,4728.48094
-4160,1296,1545,4623.012113
-4048,1504,1574,4596.28067
-3920,1152,1563,4374.52546
-4448,-16,1481,4688.104201
-3904,1104,1539,4339.188058
-4208,1024,1524,4591.12361
-4272,944,1531,4635.200211
-4256,992,1540,4633.486808
-4240,1040,1534,4627.348701
-4176,1008,1532,4560.927976
-4144,1056,1536,4543.915492
